District,SA (ft2),Price(HK$),Date,Floor,Price/ft2(SA),Estate,District1
Lohas Park,680,17500,2021-10-25 00:00:00,L,25.74,Lohas Park,SAI KUNG
Kwun Tong,832,31000,2021-10-25 00:00:00,H,37.26,Grand Central,KWUN TONG
Lohas Park,519,16300,2021-10-25 00:00:00,H,31.41,Lohas Park,SAI KUNG
Olympic Station,574,29000,2021-10-25 00:00:00,H,50.52,Florient Rise,YAU TSIM MONG
Yuen Long Town Centre,564,13500,2021-10-25 00:00:00,H,23.94,Park Royale,YUEN LONG
Chi Lok,238,8500,2021-10-25 00:00:00,M,35.71,Lai Bo Building,TUEN MUN
Discovery Park,582,19300,2021-10-25 00:00:00,M,33.16,Discovery Park,TSUEN WAN
Sha Tin,652,25500,2021-10-25 00:00:00,H,39.11,New Town Plaza,SHA TIN
Tai Wai,934,34500,2021-10-25 00:00:00,M,36.94,The Riverpark,SHA TIN
Tung Chung Town Centre,483,14000,2021-10-25 00:00:00,L,28.99,Century Link,ISLANDS
Tai Po Town Centre,274,10800,2021-10-25 00:00:00,M,39.42,Jade Plaza,TAI PO
Yuen Long Station,443,15300,2021-10-25 00:00:00,M,34.54,Yoho Town,YUEN LONG
Olympic Station,527,22500,2021-10-25 00:00:00,L,42.69,Park Avenue,YAU TSIM MONG
Sai Wan Ho,536,20000,2021-10-25 00:00:00,H,37.31,Lei King Wan,EASTERN
Mid-Levels West,736,53000,2021-10-25 00:00:00,H,72.01,Alassio,CENTRAL & WESTERN
Sheung Wan,432,20000,2021-10-25 00:00:00,H,46.3,Hongway Garden,CENTRAL & WESTERN
Tsuen Wan West,777,28000,2021-10-25 00:00:00,M,36.04,Ocean Pride,TSUEN WAN
Kau To Shan,958,32000,2021-10-25 00:00:00,M,33.4,Dragons Range,SHA TIN
Wan Chai,422,20000,2021-10-25 00:00:00,L,47.39,The Morrison,WAN CHAI
Yuk Kwai Shan Wan Poon,508,18500,2021-10-25 00:00:00,L,36.42,Sham Wan Towers,SOUTHERN
South Horizons,633,23000,2021-10-25 00:00:00,H,36.33,South Horizons,SOUTHERN
Mid-Levels West,1109,53000,2021-10-25 00:00:00,H,47.79,The Belchers,CENTRAL & WESTERN
Tin Shui Wai,544,12800,2021-10-25 00:00:00,L,23.53,Kingswood Villas,YUEN LONG
Ma On Shan,645,19000,2021-10-25 00:00:00,H,29.46,Kam Hay Court,SHA TIN
Yuen Long Station,393,13200,2021-10-25 00:00:00,M,33.59,Yoho Town,YUEN LONG
Tsing Yi,498,18000,2021-10-25 00:00:00,M,36.14,Villa Esplanada,KWAI TSING
Yuen Long Southeast,355,11500,2021-10-25 00:00:00,H,32.39,The Reach,YUEN LONG
North Point Mid-Levels,1035,40000,2021-10-25 00:00:00,L,38.65,Broadview Terrace,EASTERN
Palm Springs | Fairview,1035,30000,2021-10-25 00:00:00,Others,28.99,Fairview Park,YUEN LONG
Tsing Yi,712,20500,2021-10-25 00:00:00,H,28.79,Tivoli Garden,KWAI TSING
Tung Chung Town Centre,725,17500,2021-10-25 00:00:00,H,24.14,Caribbean Coast,ISLANDS
Wah Fu,401,14800,2021-10-24 00:00:00,M,36.91,Ka Lung Court,SOUTHERN
City One Shatin,327,13700,2021-10-24 00:00:00,H,41.9,City One Shatin,SHA TIN
Sheung Wan,351,20500,2021-10-24 00:00:00,H,58.4,Dawning Height,CENTRAL & WESTERN
Tin Shui Wai,449,11200,2021-10-24 00:00:00,M,24.94,Kingswood Villas,YUEN LONG
Kwun Tong,592,20500,2021-10-24 00:00:00,M,34.63,Grand Central,KWUN TONG
Kwun Tong,594,20500,2021-10-24 00:00:00,M,34.51,Grand Central,KWUN TONG
Tai Wai,786,26800,2021-10-24 00:00:00,L,34.1,Festival City,SHA TIN
Diamond Hill,517,19800,2021-10-24 00:00:00,L,38.3,Galaxia,WONG TAI SIN
Happy Valley,294,15000,2021-10-24 00:00:00,L,51.02,Le Village,WAN CHAI
Causeway Bay,441,22000,2021-10-24 00:00:00,M,49.89,Yoo Residence,WAN CHAI
Po Lam,631,22800,2021-10-24 00:00:00,M,36.13,The Metro City,SAI KUNG
Tiu Keng Leng,399,16800,2021-10-24 00:00:00,M,42.11,Ocean Shores,SAI KUNG
Tai Hang Mid-Levels,962,42000,2021-10-24 00:00:00,L,43.66,Ronsdale Garden,WAN CHAI
Ma On Shan,820,25000,2021-10-24 00:00:00,M,30.49,Oceanaire,SHA TIN
Tung Chung Town Centre,756,19500,2021-10-24 00:00:00,M,25.79,Caribbean Coast,ISLANDS
Tung Chung Town Centre,945,28000,2021-10-24 00:00:00,L,29.63,The Visionary,ISLANDS
Palm Springs | Fairview,848,25000,2021-10-24 00:00:00,Others,29.48,Fairview Park,YUEN LONG
City One Shatin,327,13800,2021-10-24 00:00:00,H,42.2,City One Shatin,SHA TIN
Tiu Keng Leng,513,17000,2021-10-24 00:00:00,L,33.14,Metro Town,SAI KUNG
Sham Tseng,517,15500,2021-10-24 00:00:00,L,29.98,Bellagio,TSUEN WAN
Siu Hong,381,13800,2021-10-24 00:00:00,H,36.22,Parkland Villas,TUEN MUN
Deep Bay,1319,66500,2021-10-24 00:00:00,L,50.42,Marinella,SOUTHERN
Sai Ying Pun,399,20000,2021-10-23 00:00:00,L,50.13,Altro,CENTRAL & WESTERN
Hung Hom,391,19500,2021-10-23 00:00:00,H,49.87,The Vantage,CENTRAL & WESTERN
Sheung Wan,696,34000,2021-10-23 00:00:00,L,48.85,Cherry Crest,CENTRAL & WESTERN
Tai Hang Mid-Levels,658,26500,2021-10-23 00:00:00,L,40.27,Avalon,WAN CHAI
Four Little Dragons,492,20000,2021-10-23 00:00:00,H,40.65,Banyan Garden,SHAM SHUI PO
Lung Ping,633,24000,2021-10-23 00:00:00,M,37.91,Dynasty Heights,SHAM SHUI PO
Luk Yeung,445,14000,2021-10-23 00:00:00,L,31.46,Luk Yeung Sun Chuen,TSUEN WAN
Ma On Shan,573,17300,2021-10-23 00:00:00,L,30.19,Lake Silver,SHA TIN
Tai Wai,637,22800,2021-10-23 00:00:00,M,35.79,Man Lai Court,SHA TIN
Tuen Mun San Hui,170,7800,2021-10-23 00:00:00,H,45.88,T Plus,TUEN MUN
Mid-Levels West,922,39800,2021-10-23 00:00:00,L,43.17,Scenecliff,CENTRAL & WESTERN
Tsing Yi,703,25000,2021-10-23 00:00:00,H,35.56,Villa Esplanada,KWAI TSING
Wan Chai,498,23500,2021-10-23 00:00:00,M,47.19,The Zenith,WAN CHAI
Four Little Dragons,581,23800,2021-10-23 00:00:00,M,40.96,Aqua Marine,TAI PO
Yuen Long Southeast,355,11800,2021-10-23 00:00:00,H,33.24,The Reach,YUEN LONG
City One Shatin,304,13000,2021-10-22 00:00:00,L,42.76,City One Shatin,SHA TIN
Residence Bel-air,1029,55000,2021-10-22 00:00:00,L,53.45,Air,SOUTHERN
Ho Man Tin,759,28000,2021-10-22 00:00:00,M,36.89,Padek Palace,KOWLOON CITY
Kowloon Station,1295,62000,2021-10-22 00:00:00,H,47.88,Grand Austin,YAU TSIM MONG
Mei Foo,507,18000,2021-10-22 00:00:00,H,35.5,Mei Foo Sun Chuen,SHAM SHUI PO
Lai King,571,17800,2021-10-22 00:00:00,M,31.17,Highland Park,KWAI TSING
Clear Water Bay,2544,100000,2021-10-22 00:00:00,Others,39.31,Mount Pavilia,SAI KUNG
Po Lam,410,13800,2021-10-22 00:00:00,M,33.66,Finery Park,SAI KUNG
Sai Wan Ho,662,28000,2021-10-22 00:00:00,L,42.3,Grand Promenade,EASTERN
Taikoo Shing,536,24000,2021-10-22 00:00:00,L,44.78,Taikoo Shing,EASTERN
Hung Hom,266,13200,2021-10-22 00:00:00,L,49.62,The Vantage,CENTRAL & WESTERN
Lohas Park,713,17000,2021-10-22 00:00:00,M,23.84,Lohas Park,SAI KUNG
Tseung Kwan O,869,31000,2021-10-22 00:00:00,M,35.67,Corinthia By The Sea,SAI KUNG
Yuk Kwai Shan Wan Poon,1174,44000,2021-10-22 00:00:00,L,37.48,Larvotto,SOUTHERN
Sai Ying Pun,374,21000,2021-10-22 00:00:00,M,56.15,Island Crest,CENTRAL & WESTERN
Fanling,570,16000,2021-10-22 00:00:00,H,28.07,Dawning Views,NORTH
Ma On Shan,512,27000,2021-10-22 00:00:00,L,52.73,Double Cove,SHA TIN
Tseung Kwan O,736,29000,2021-10-22 00:00:00,M,39.4,Monterey,SAI KUNG
Wan Chai,535,27500,2021-10-22 00:00:00,M,51.4,The Avenue,WAN CHAI
Ho Man Tin,501,21500,2021-10-22 00:00:00,H,42.91,One Homantin,KOWLOON CITY
Mid-Levels Central,787,33000,2021-10-22 00:00:00,L,41.93,Wing Fook Court,WAN CHAI
Siu Hong,376,12000,2021-10-22 00:00:00,M,31.91,Parkland Villas,TUEN MUN
Tuen Mun San Hui,378,11000,2021-10-22 00:00:00,L,29.1,Grandeur Gardens,SHA TIN
Tung Chung Town Centre,987,25000,2021-10-22 00:00:00,H,25.33,Caribbean Coast,ISLANDS
Ma On Shan,482,14500,2021-10-22 00:00:00,L,30.08,Mountain Shore,SHA TIN
Four Little Dragons,492,18800,2021-10-22 00:00:00,M,38.21,Banyan Garden,SHAM SHUI PO
Yuen Long Southeast,356,11500,2021-10-22 00:00:00,H,32.3,The Reach,YUEN LONG
Yuen Long Station,536,17000,2021-10-22 00:00:00,M,31.72,Grand Yoho,YUEN LONG
Mid-Levels West,849,44500,2021-10-21 00:00:00,H,52.41,Blessings Garden,CENTRAL & WESTERN
Discovery Bay,398,11800,2021-10-21 00:00:00,H,29.65,Discovery Bay,ISLANDS
Yuen Long Station,539,18500,2021-10-21 00:00:00,H,34.32,Grand Yoho,YUEN LONG
Tin Shui Wai,496,12500,2021-10-21 00:00:00,L,25.2,Central Park Towers,YUEN LONG
Tseung Kwan O,384,16000,2021-10-21 00:00:00,M,41.67,Park Central,SAI KUNG
Kowloon Bay,265,10800,2021-10-21 00:00:00,H,40.75,Tak Bo Garden,KWUN TONG
Olympic Station,450,21000,2021-10-21 00:00:00,H,46.67,Hampton Place,YAU TSIM MONG
Tai Kok Tsui,338,13000,2021-10-21 00:00:00,L,38.46,Lime Stardom,YAU TSIM MONG
Kwun Tong,583,20500,2021-10-21 00:00:00,H,35.16,Grand Central,KWUN TONG
Quarry Bay,821,38000,2021-10-21 00:00:00,H,46.29,The Orchards,EASTERN
Po Lam,363,14300,2021-10-21 00:00:00,H,39.39,The Metro City,SAI KUNG
Yuen Long Station,499,16500,2021-10-21 00:00:00,H,33.07,Grand Yoho,YUEN LONG
Tseung Kwan O,873,38000,2021-10-21 00:00:00,L,43.53,The Wings,SAI KUNG
Ho Man Tin,1252,46000,2021-10-21 00:00:00,H,36.74,Celestial Heights,KOWLOON CITY
Tuen Mun Ferry Pier,592,11800,2021-10-20 00:00:00,L,19.93,Yuet Wu Villa,TUEN MUN
Tuen Mun South,624,15500,2021-10-20 00:00:00,H,24.84,Hanford Garden,TUEN MUN
Fo Tan,498,16300,2021-10-20 00:00:00,L,32.73,Jubilee Garden,SHA TIN
Discovery Park,495,14800,2021-10-20 00:00:00,M,29.9,Discovery Park,TSUEN WAN
Kwun Tong,717,26000,2021-10-20 00:00:00,H,36.26,Grand Central,KWUN TONG
Kowloon Station,1054,47000,2021-10-20 00:00:00,M,44.59,The Harbourside,EASTERN
Tseung Kwan O,552,20000,2021-10-20 00:00:00,L,36.23,Corinthia By The Sea,SAI KUNG
Tung Chung Town Centre,388,12500,2021-10-20 00:00:00,M,32.22,Coastal Skyline,ISLANDS
Tseung Kwan O,751,31500,2021-10-20 00:00:00,H,41.94,Savannah,SAI KUNG
Hang Hau,401,13000,2021-10-20 00:00:00,H,32.42,Chung Ming Court,SAI KUNG
Heng Fa Chuen,645,21000,2021-10-20 00:00:00,L,32.56,Heng Fa Chuen,EASTERN
Tuen Mun South,529,12500,2021-10-20 00:00:00,L,23.63,Hanford Garden,TUEN MUN
Tuen Mun South,297,12400,2021-10-20 00:00:00,M,41.75,Regency Bay,TUEN MUN
Taikoo Shing,716,31000,2021-10-20 00:00:00,H,43.3,Taikoo Shing,EASTERN
So Kwun Wat,223,7800,2021-10-20 00:00:00,M,34.98,Emerald Bay,TUEN MUN
Shek Tong Tsui,230,16000,2021-10-20 00:00:00,H,69.57,Novum West,CENTRAL & WESTERN
North Point,351,16300,2021-10-20 00:00:00,H,46.44,New Wealth Mansion,EASTERN
Tin Hau,200,12000,2021-10-20 00:00:00,L,60.0,The Consonance,WAN CHAI
Lohas Park,629,20000,2021-10-20 00:00:00,L,31.8,Lohas Park,SAI KUNG
Kowloon Station,419,23500,2021-10-20 00:00:00,L,56.09,The Arch,YAU TSIM MONG
Lam Tin,517,17000,2021-10-20 00:00:00,M,32.88,Laguna City,KWUN TONG
Lohas Park,815,24500,2021-10-20 00:00:00,H,30.06,Lohas Park,SAI KUNG
Ho Man Tin,1346,33000,2021-10-20 00:00:00,H,24.52,s Mansion,YAU TSIM MONG
Kowloon Station,748,32000,2021-10-20 00:00:00,L,42.78,Sorrento,CENTRAL & WESTERN
Laguna,561,21000,2021-10-20 00:00:00,H,37.43,Laguna Verde,KOWLOON CITY
Hang Hau,806,24000,2021-10-20 00:00:00,H,29.78,Nan Fung Plaza,SAI KUNG
Tiu Keng Leng,487,17000,2021-10-20 00:00:00,L,34.91,Metro Town,SAI KUNG
Kai Tak New Area,680,26500,2021-10-20 00:00:00,M,38.97,Victoria Skye,KOWLOON CITY
Tseung Kwan O,648,26000,2021-10-20 00:00:00,L,40.12,The Wings,SAI KUNG
Kai Tak New Area,515,23000,2021-10-20 00:00:00,H,44.66,Vibe Centro,KOWLOON CITY
Tin Shui Wai,636,14300,2021-10-20 00:00:00,M,22.48,Kingswood Villas,YUEN LONG
Tsim Sha Tsui,506,25500,2021-10-20 00:00:00,H,50.4,The Victoria Towers,YAU TSIM MONG
Sam Shing,964,25000,2021-10-20 00:00:00,H,25.93,Tsing Yung Terrace,TUEN MUN
Palm Springs | Fairview,848,27000,2021-10-20 00:00:00,Others,31.84,Fairview Park,YUEN LONG
Fanling,393,12300,2021-10-20 00:00:00,L,31.3,Dawning Views,NORTH
Tai Wai,844,30000,2021-10-20 00:00:00,H,35.55,Festival City,SHA TIN
Tin Shui Wai,547,13300,2021-10-20 00:00:00,M,24.31,Kingswood Villas,YUEN LONG
Ma On Shan,545,23000,2021-10-20 00:00:00,H,42.2,Double Cove,SHA TIN
Tsuen Wan West,524,20500,2021-10-20 00:00:00,H,39.12,Parc City,TSUEN WAN
Tai Po Market,489,17000,2021-10-20 00:00:00,H,34.76,Uptown Plaza,TAI PO
Ma Wan,592,25000,2021-10-20 00:00:00,H,42.23,Park Island,TSUEN WAN
North Point Mid-Levels,1297,58000,2021-10-20 00:00:00,H,44.72,Braemar Hill Mansions,EASTERN
Sai Wan Ho,496,25000,2021-10-20 00:00:00,H,50.4,Grand Promenade,EASTERN
Tsuen Wan West,684,22000,2021-10-20 00:00:00,H,32.16,City Point,TSUEN WAN
Kau To Shan,2574,79800,2021-10-20 00:00:00,Others,31.0,Windsor Heights,SHA TIN
Taikoo Shing,715,32000,2021-10-20 00:00:00,H,44.76,Taikoo Shing,EASTERN
Mid-Levels West,531,19000,2021-10-20 00:00:00,M,35.78,Academic Terrace,CENTRAL & WESTERN
Tuen Mun North,428,11000,2021-10-20 00:00:00,L,25.7,Tai Hing Gardens,TUEN MUN
Cheung Sha Wan,242,12500,2021-10-20 00:00:00,H,51.65,One New York,SHAM SHUI PO
Sha Tin,215,10000,2021-10-20 00:00:00,M,46.51,Greenwood Garden,SHA TIN
Long Ping,430,15000,2021-10-20 00:00:00,L,34.88,Yuccie Square,YUEN LONG
Wan Chai,659,35000,2021-10-20 00:00:00,H,53.11,The Zenith,WAN CHAI
Wan Chai,312,15800,2021-10-20 00:00:00,L,50.64,J Residence,WAN CHAI
Mid-Levels West,659,31000,2021-10-20 00:00:00,L,47.04,The Belchers,CENTRAL & WESTERN
Yuen Long Station,870,20000,2021-10-20 00:00:00,H,22.99,Sun Yuen Long Centre,YUEN LONG
Tsing Yi,368,12700,2021-10-20 00:00:00,M,34.51,Greenfield Garden,KWAI TSING
Olympic Station,758,33000,2021-10-20 00:00:00,M,43.54,The Hermitage,YAU TSIM MONG
Yuen Long Station,520,16000,2021-10-20 00:00:00,M,30.77,Grand Yoho,YUEN LONG
Ho Man Tin,403,18000,2021-10-20 00:00:00,L,44.67,Mantin Heights,KOWLOON CITY
Lohas Park,305,13500,2021-10-19 00:00:00,H,44.26,Lohas Park,SAI KUNG
Kowloon Station,457,22000,2021-10-19 00:00:00,M,48.14,The Austin,YAU TSIM MONG
Tai Kok Tsui,675,26500,2021-10-19 00:00:00,H,39.26,Lime Stardom,YAU TSIM MONG
Olympic Station,848,35000,2021-10-19 00:00:00,L,41.27,Park Avenue,YAU TSIM MONG
Tai Kok Tsui,326,14500,2021-10-19 00:00:00,M,44.48,Metro Harbour View,YAU TSIM MONG
Tseung Kwan O,384,16800,2021-10-19 00:00:00,M,43.75,Park Central,SAI KUNG
Tung Chung Town Centre,898,22800,2021-10-19 00:00:00,L,25.39,Caribbean Coast,ISLANDS
Wan Chai,375,15200,2021-10-19 00:00:00,H,40.53,Kin On Building,YUEN LONG
Whampoa,639,22500,2021-10-18 00:00:00,M,35.21,Whampoa Garden,KOWLOON CITY
Tung Chung Town Centre,592,16000,2021-10-18 00:00:00,M,27.03,Tung Chung Crescent,ISLANDS
Po Lam,503,14500,2021-10-18 00:00:00,H,28.83,Serenity Place,WAN CHAI
Kowloon Tong,443,20000,2021-10-18 00:00:00,H,45.15,Twilight Court,KOWLOON CITY
Shau Kei Wan,494,19500,2021-10-18 00:00:00,L,39.47,Lime Gala,EASTERN
So Kwun Wat,223,7000,2021-10-18 00:00:00,M,31.39,Emerald Bay,TUEN MUN
Mid-Levels West,505,19500,2021-10-18 00:00:00,M,38.61,Ming Garden,CENTRAL & WESTERN
Wan Chai,452,23500,2021-10-18 00:00:00,H,51.99,The Zenith,WAN CHAI
Kowloon Bay,368,11478,2021-10-18 00:00:00,L,31.19,Amoy Gardens,KWUN TONG
Cheung Sha Wan,282,12500,2021-10-18 00:00:00,M,44.33,Astoria Crest,SHAM SHUI PO
Lohas Park,658,20000,2021-10-18 00:00:00,L,30.4,Lohas Park,SAI KUNG
Ma On Shan,375,14000,2021-10-18 00:00:00,M,37.33,Ma On Shan Centre,SHA TIN
Olympic Station,426,18000,2021-10-18 00:00:00,M,42.25,Hampton Place,YAU TSIM MONG
Tai Kok Tsui,326,15500,2021-10-18 00:00:00,H,47.55,Metro Harbour View,YAU TSIM MONG
Tung Chung Town Centre,531,15800,2021-10-18 00:00:00,H,29.76,Tung Chung Crescent,ISLANDS
Tai Wo Hau,704,20000,2021-10-18 00:00:00,H,28.41,Primrose Hill,TSUEN WAN
Quarry Bay,451,25500,2021-10-18 00:00:00,H,56.54,Novum East,EASTERN
Tai Kok Tsui,346,13500,2021-10-18 00:00:00,L,39.02,Metro Harbour View,YAU TSIM MONG
Sai Wan Ho,499,26500,2021-10-18 00:00:00,H,53.11,Island Residence,EASTERN
Tuen Mun South,433,17000,2021-10-18 00:00:00,H,39.26,Regency Bay,TUEN MUN
Mid-Levels Central,1236,68000,2021-10-18 00:00:00,H,55.02,Tavistock II,CENTRAL & WESTERN
Pak Shek Kok | Tai Po Mid-levels,699,25000,2021-10-18 00:00:00,H,35.77,Mayfair By The Sea 8,TAI PO
Kai Tak New Area,306,15300,2021-10-18 00:00:00,M,50.0,Vibe Centro,KOWLOON CITY
Tuen Mun North,363,10800,2021-10-18 00:00:00,L,29.75,Hong Tak Gardens,TUEN MUN
Whampoa,910,32500,2021-10-18 00:00:00,H,35.71,Whampoa Garden,KOWLOON CITY
Olympic Station,453,19800,2021-10-18 00:00:00,M,43.71,Florient Rise,YAU TSIM MONG
Kam Tin,559,16000,2021-10-18 00:00:00,M,28.62,Riva,YUEN LONG
Whampoa,590,22000,2021-10-18 00:00:00,M,37.29,Harbour Place,KOWLOON CITY
Yuen Long Town Centre,537,13300,2021-10-18 00:00:00,M,24.77,Covent Garden,YUEN LONG
Tung Chung Town Centre,760,21200,2021-10-18 00:00:00,H,27.89,Coastal Skyline,ISLANDS
Tuen Mun San Hui,210,7600,2021-10-18 00:00:00,Others,36.19,Building,WAN CHAI
Ma Tau Wai,268,13800,2021-10-17 00:00:00,H,51.49,80 Maidstone Road,KOWLOON CITY
Discovery Park,582,18300,2021-10-17 00:00:00,H,31.44,Discovery Park,TSUEN WAN
San Po Kong,545,20000,2021-10-17 00:00:00,L,36.7,The Latitude,WONG TAI SIN
Nam Cheong Station,356,18500,2021-10-17 00:00:00,H,51.97,Cullinan West,SHAM SHUI PO
Chi Lok,537,12500,2021-10-17 00:00:00,M,23.28,Kam Fai Garden,TUEN MUN
Four Little Dragons,511,17000,2021-10-17 00:00:00,M,33.27,Liberte,SHAM SHUI PO
Ho Man Tin,928,43000,2021-10-17 00:00:00,H,46.34,Mantin Heights,KOWLOON CITY
Olympic Station,478,19500,2021-10-17 00:00:00,H,40.79,Harbour Green,YAU TSIM MONG
Lohas Park,813,22000,2021-10-17 00:00:00,H,27.06,Lohas Park,SAI KUNG
Siu Lam,1186,33000,2021-10-17 00:00:00,L,27.82,Palatial Coast,CENTRAL & WESTERN
Tung Chung Town Centre,484,14000,2021-10-17 00:00:00,H,28.93,Century Link,ISLANDS
Ma On Shan,512,16500,2021-10-17 00:00:00,H,32.23,Sausalito,SHA TIN
Wan Chai,339,18500,2021-10-17 00:00:00,M,54.57,The Avenue,WAN CHAI
Lohas Park,457,18000,2021-10-17 00:00:00,L,39.39,Lohas Park,SAI KUNG
Tsuen Wan West,450,16500,2021-10-17 00:00:00,L,36.67,Chelsea Court,CENTRAL & WESTERN
Tin Shui Wai,506,10000,2021-10-17 00:00:00,L,19.76,Tin Fu Court,YUEN LONG
Long Ping,533,17000,2021-10-17 00:00:00,L,31.89,Sol City,YUEN LONG
Aberdeen,594,20000,2021-10-16 00:00:00,M,33.67,Aberdeen Centre,SOUTHERN
Yuk Kwai Shan Wan Poon,483,20000,2021-10-16 00:00:00,M,41.41,Sham Wan Towers,SOUTHERN
Ma On Shan,515,17000,2021-10-16 00:00:00,H,33.01,Marbella,SHA TIN
Tai Po Market,736,19000,2021-10-16 00:00:00,L,25.82,Classical Gardens,TAI PO
Kowloon Station,805,45000,2021-10-16 00:00:00,H,55.9,The Harbourside,EASTERN
Tin Shui Wai,433,13500,2021-10-16 00:00:00,H,31.18,Wetland Seasons Park,YUEN LONG
Ma On Shan,564,21000,2021-10-16 00:00:00,M,37.23,Double Cove,SHA TIN
Hang Hau,509,17000,2021-10-16 00:00:00,M,33.4,Residence Oasis,SAI KUNG
Sham Tseng,570,17300,2021-10-16 00:00:00,H,30.35,Lido Garden,TSUEN WAN
Mid-Levels West,419,26000,2021-10-16 00:00:00,L,62.05,The Pierre,CENTRAL & WESTERN
So Kwun Wat,319,10000,2021-10-16 00:00:00,H,31.35,Emerald Bay,TUEN MUN
Lam Tin,517,16000,2021-10-16 00:00:00,L,30.95,Laguna City,KWUN TONG
Lohas Park,728,26500,2021-10-16 00:00:00,L,36.4,Lohas Park,SAI KUNG
Tung Chung Town Centre,552,14500,2021-10-16 00:00:00,H,26.27,Caribbean Coast,ISLANDS
Tseung Kwan O,509,19500,2021-10-16 00:00:00,L,38.31,The Wings,SAI KUNG
Mei Foo,640,22300,2021-10-16 00:00:00,M,34.84,Mei Foo Sun Chuen,SHAM SHUI PO
Olympic Station,466,22000,2021-10-16 00:00:00,H,47.21,Park Avenue,YAU TSIM MONG
Mid-Levels West,755,36000,2021-10-16 00:00:00,H,47.68,The Belchers,CENTRAL & WESTERN
Shek Tong Tsui,294,21000,2021-10-16 00:00:00,H,71.43,Novum West,CENTRAL & WESTERN
Tung Chung Town Centre,531,13800,2021-10-16 00:00:00,L,25.99,Seaview Crescent,ISLANDS
Pak Shek Kok | Tai Po Mid-levels,666,24000,2021-10-16 00:00:00,L,36.04,Mayfair By The Sea 8,TAI PO
Kowloon Station,794,30000,2021-10-16 00:00:00,M,37.78,The Waterfront,YAU TSIM MONG
City One Shatin,284,12000,2021-10-16 00:00:00,L,42.25,City One Shatin,SHA TIN
Hung Shui Kiu North New Development Area,1709,43000,2021-10-16 00:00:00,Others,25.16,Manor Parc,YUEN LONG
Tung Chung Town Centre,379,12600,2021-10-16 00:00:00,M,33.25,Century Link,ISLANDS
Tai Kok Tsui,386,17200,2021-10-16 00:00:00,H,44.56,Metro Harbour View,YAU TSIM MONG
North Point,797,28000,2021-10-16 00:00:00,L,35.13,Harbour Heights,EASTERN
Mid-Levels West,666,32000,2021-10-16 00:00:00,M,48.05,The Belchers,CENTRAL & WESTERN
Mid-Levels West,405,21500,2021-10-16 00:00:00,H,53.09,Vantage Park,CENTRAL & WESTERN
Fo Tan,1405,51000,2021-10-16 00:00:00,H,36.3,The Palazzo,SHA TIN
Wan Chai,408,23000,2021-10-16 00:00:00,H,56.37,J Residence,WAN CHAI
South Horizons,686,24500,2021-10-16 00:00:00,H,35.71,South Horizons,SOUTHERN
Kennedy Town,482,22800,2021-10-16 00:00:00,L,47.3,The Merton,CENTRAL & WESTERN
Tung Chung Town Centre,508,14800,2021-10-16 00:00:00,L,29.13,Seaview Crescent,ISLANDS
Kau To Shan,1507,45000,2021-10-16 00:00:00,L,29.86,Dragons Range,SHA TIN
Tuen Mun South,563,12000,2021-10-16 00:00:00,L,21.31,Siu On Court,TUEN MUN
Tsing Yi,504,17000,2021-10-16 00:00:00,L,33.73,Villa Esplanada,KWAI TSING
Kam Tin,505,14200,2021-10-16 00:00:00,L,28.12,Park Yoho,YUEN LONG
Yuen Long Station,393,13000,2021-10-16 00:00:00,M,33.08,Yoho Town,YUEN LONG
Wan Chai,391,16500,2021-10-16 00:00:00,M,42.2,Luckifast Building,WAN CHAI
Lam Tin,748,21000,2021-10-16 00:00:00,L,28.07,Laguna City,KWUN TONG
Yuen Long Station,520,17000,2021-10-16 00:00:00,L,32.69,Grand Yoho,YUEN LONG
Tsing Yi,508,18000,2021-10-16 00:00:00,L,35.43,Tierra Verde,KWAI TSING
Ma On Shan,501,18000,2021-10-15 00:00:00,H,35.93,Double Cove,SHA TIN
Fanling,392,11800,2021-10-15 00:00:00,M,30.1,Dawning Views,NORTH
Fanling,399,11000,2021-10-15 00:00:00,L,27.57,Fanling Town Center,NORTH
Quarry Bay,842,34000,2021-10-15 00:00:00,L,40.38,Casa 880,EASTERN
Causeway Bay,452,22000,2021-10-15 00:00:00,H,48.67,Viking Garden,WAN CHAI
Sham Tseng,935,28000,2021-10-15 00:00:00,L,29.95,Bellagio,TSUEN WAN
Sham Tseng,759,24000,2021-10-15 00:00:00,H,31.62,Bellagio,TSUEN WAN
Mid-Levels West,746,32000,2021-10-15 00:00:00,L,42.9,The Belchers,CENTRAL & WESTERN
Tuen Mun South,261,10200,2021-10-15 00:00:00,L,39.08,Regency Bay,TUEN MUN
Tsuen Wan West,598,23800,2021-10-15 00:00:00,L,39.8,Vision City,TSUEN WAN
Cheung Sha Wan,465,20000,2021-10-15 00:00:00,M,43.01,The Campton,WAN CHAI
Tuen Mun Town Centre,414,11500,2021-10-15 00:00:00,L,27.78,Waldorf Garden,TUEN MUN
Mid-Levels West,566,32000,2021-10-15 00:00:00,H,56.54,Casa Bella,SAI KUNG
Mid-Levels West,388,19000,2021-10-15 00:00:00,H,48.97,Tycoon Court,CENTRAL & WESTERN
Jordan,350,21000,2021-10-15 00:00:00,H,60.0,Arbour,YAU TSIM MONG
Discovery Bay,580,16000,2021-10-15 00:00:00,M,27.59,Discovery Bay,ISLANDS
